cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	cluster_size	NSF_marker_count	NSForest_markers	binary_genes	donor_composition	donor_composition_alert_0.90	library_composition_alert_0.95	library_composition_over0.01	dominant_library_percentage	dominant_library_info	roi_composition	roi_composition_alert_0.95	cluster_median_level1.class_scANVI_AIT11.6_round1_entropy	cluster_median_level2.neighborhood_scANVI_AIT11.6_round1_entropy	cluster_median_level1.class_scANVI_AIT11.6_round2_entropy	cluster_median_level2.neighborhood_scANVI_AIT11.6_round2_entropy	cluster_median_level3.subclass_scANVI_AIT11.6_round2_entropy	cluster_median_doublet_score	cluster_median_pct_counts_mt	gene_counts	umi_counts	umi_gene_ratio
AIT117_279	NN_50		AIT117_348	BN Astrocyte	cluster							462	5	['GEM', 'AL096709.1', 'LINC01727', 'AL627316.1', 'BLNK']	['GEM', 'AC104574.2', 'AL096709.1', 'LINC01727', 'AL627316.1', 'BLNK', 'WDFY4', 'ADAM28', 'CD53', 'SYK']	H18.30.001(0.8506)| H23.30.001(0.0541)| H20.30.001(0.039)| H19.30.004(0.0368)| H20.30.002(0.0195)	Balanced	Balanced	853_B07 (0.4286)|925_F03 (0.2013)|853_A07 (0.0952)|891_A06 (0.0519)|858_D03 (0.0455)|2012_A05 (0.0238)|1279_A07 (0.0173)|1279_B07 (0.0152)|1075_B04 (0.0152)|988_E05 (0.0130)|1477_A07 (0.0108)|960_B03 (0.0108)	0.4286	853_B07 (0.4286)|a total of 2788 cells in this dominant library	GPeC(0.4286)| SN(0.2078)| GPeR(0.1061)| GPi(0.0693)| STH(0.0563)| CaB(0.0519)| GPe(0.0303)| PuPV(0.0195)| CaT(0.0173)| SN-VTA(0.0043)| NAC(0.0043)| PuC(0.0043)| CaH(0.0)| Pu(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.1765	0.0898	7284.5	29166.5	4
AIT117_280	NN_51		AIT117_348	BN Astrocyte	cluster							185	4	['F13A1', 'LYVE1', 'RBM47', 'ARHGAP15']	['F13A1', 'LYVE1', 'TNFAIP8', 'RBM47', 'PTPRC', 'ARHGAP15', 'IQGAP2', 'SELENOP', 'EDA', 'HPSE2']	H18.30.001(0.4703)| H23.30.001(0.2324)| H20.30.001(0.227)| H20.30.002(0.0378)| H19.30.004(0.0324)	Balanced	Balanced	853_B07 (0.1514)|988_E05 (0.1027)|891_A06 (0.0811)|925_F03 (0.0811)|988_D05 (0.0595)|930_D05 (0.0378)|2016_C03 (0.0378)|858_D03 (0.0324)|1075_B04 (0.0270)|960_B03 (0.0216)|2006_A05 (0.0216)|1279_A07 (0.0216)|1959_B02 (0.0162)|2058_B03 (0.0162)|930_F05 (0.0162)|2012_B05 (0.0162)|1001_A06 (0.0162)|2012_A05 (0.0108)|2012_C05 (0.0108)|2016_B03 (0.0108)|847_D04 (0.0108)|2018_A01 (0.0108)|1955_C06 (0.0108)|930_C05 (0.0108)|988_C05 (0.0108)|2016_A03 (0.0108)|1169_A01 (0.0108)|1959_C02 (0.0108)|853_A07 (0.0108)	0.1514	853_B07 (0.1514)|a total of 2788 cells in this dominant library	GPeC(0.1514)| PuPV(0.1514)| CaB(0.1135)| CaT(0.0919)| SN(0.0865)| STH(0.0865)| GPi(0.0757)| PuC(0.0703)| CaH(0.0324)| GPeR(0.0324)| NAC(0.027)| GPe(0.0216)| Pu(0.0216)| SN-VTA(0.0216)| PuR(0.0162)	Balanced	0	0.58	0	0.24	0.24	0.1	0.1234	4334	10812	2.49
AIT117_281	NN_52		AIT117_361	STR Astrocyte	cluster							515	4	['WIF1', 'APBB1IP', 'AC068308.1', 'DOCK8']	['WIF1', 'ADAM28', 'FYB1', 'APBB1IP', 'AC068308.1', 'DOCK8', 'RHOJ', 'ZNF98', 'GNA14', 'ADGRV1']	H18.30.001(0.4252)| H20.30.001(0.2078)| H23.30.001(0.1883)| H20.30.002(0.1786)| H19.30.004(0.0)	Balanced	Balanced	891_A06 (0.1456)|988_D05 (0.1126)|988_E05 (0.0621)|1036_A03 (0.0544)|1091_A05 (0.0408)|2018_A01 (0.0350)|1110_B07 (0.0311)|2016_C03 (0.0311)|925_F03 (0.0272)|1042_C06 (0.0272)|897_E03 (0.0252)|1042_B06 (0.0252)|2016_B03 (0.0233)|930_C05 (0.0233)|1036_C03 (0.0233)|980_C02 (0.0233)|1110_A07 (0.0214)|1042_A06 (0.0214)|853_B07 (0.0214)|2018_B01 (0.0194)|1036_B03 (0.0194)|1955_C06 (0.0194)|930_E05 (0.0155)|988_C05 (0.0155)|930_B05 (0.0155)|2006_A05 (0.0136)|930_F05 (0.0117)|2006_B05 (0.0117)	0.1456	891_A06 (0.1456)|a total of 2500 cells in this dominant library	NAC(0.268)| CaB(0.2019)| CaT(0.1592)| PuPV(0.1223)| PuC(0.0816)| CaH(0.0466)| SN(0.0272)| Pu(0.0252)| PuR(0.0214)| GPeC(0.0214)| GPe(0.0175)| GPi(0.0039)| GPeR(0.0039)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0.24	0	0	0	0.0789	0.0732	3714	8600	2.32
AIT117_282	NN_54		AIT117_348	BN Astrocyte	cluster							200	5	['LINC01608', 'APBB1IP', 'DOCK8', 'ETNPPL', 'OBI1-AS1']	['LINC01608', 'APBB1IP', 'DOCK8', 'ETNPPL', 'RGMA', 'OBI1-AS1', 'RNF220', 'AC012405.1', 'HPSE2', 'EFEMP1']	H23.30.001(0.675)| H18.30.001(0.18)| H20.30.001(0.055)| H19.30.004(0.05)| H20.30.002(0.04)	Balanced	Balanced	2018_D01 (0.2050)|2016_C03 (0.1000)|1955_B06 (0.0850)|988_D05 (0.0750)|1091_A05 (0.0650)|2016_B03 (0.0650)|1279_A07 (0.0350)|1959_C02 (0.0350)|2018_C01 (0.0300)|2016_A03 (0.0300)|1955_C06 (0.0250)|2018_B01 (0.0200)|1959_B02 (0.0200)|925_F03 (0.0150)|2018_A01 (0.0150)|822_B01 (0.0150)|994_C03 (0.0150)|988_E05 (0.0150)	0.205	2018_D01 (0.205)|a total of 2261 cells in this dominant library	GPi(0.255)| PuPV(0.15)| CaH(0.11)| NAC(0.09)| CaT(0.085)| PuC(0.08)| STH(0.07)| Pu(0.06)| GPe(0.035)| SN(0.03)| CaB(0.015)| PuR(0.01)| GPeC(0.005)| SN-VTA(0.005)| GPeR(0.0)	Balanced	0	0.5	0	0	0	0.1072	0.0465	4490.5	11542.5	2.57
AIT117_283	NN_55		AIT117_362	ImOligo	cluster							891	4	['ADAM28', 'DOCK8', 'ENPP2', 'C10orf90']	['ADAM28', 'APBB1IP', 'DOCK8', 'ENPP2', 'C10orf90', 'AC008691.1', 'RNF220', 'KCNH8', 'PLP1', 'ST18']	H23.30.001(0.5982)| H20.30.002(0.1246)| H19.30.004(0.11)| H20.30.001(0.0875)| H18.30.001(0.0797)	Balanced	Balanced	2018_D01 (0.1425)|2016_C03 (0.1044)|2006_A05 (0.0629)|1279_A07 (0.0561)|1279_B07 (0.0494)|2016_B03 (0.0483)|1169_A01 (0.0292)|994_C03 (0.0269)|2018_A01 (0.0236)|2012_C05 (0.0202)|2018_B01 (0.0202)|2016_A03 (0.0180)|1036_C03 (0.0168)|2018_E01 (0.0168)|822_A01 (0.0157)|1477_A07 (0.0157)|1959_B02 (0.0157)|1042_C06 (0.0157)|1458_A09 (0.0146)|2013_A01 (0.0135)|2018_C01 (0.0135)|1955_B06 (0.0135)|1482_A03 (0.0123)|1091_A05 (0.0112)|2012_A05 (0.0112)|988_D05 (0.0112)|1110_B07 (0.0112)|2058_C03 (0.0101)|2006_B05 (0.0101)|980_C02 (0.0101)|1075_B04 (0.0101)|2058_B03 (0.0101)|847_A04 (0.0101)	0.1425	2018_D01 (0.1425)|a total of 2261 cells in this dominant library	GPi(0.2357)| STH(0.174)| PuPV(0.1358)| NAC(0.0842)| PuC(0.0763)| CaB(0.0741)| CaT(0.0606)| GPe(0.0483)| CaH(0.0404)| PuR(0.0224)| SN(0.018)| Pu(0.0157)| SN-VTA(0.0079)| GPeR(0.0056)| GPeC(0.0011)	Balanced	0	0.5	0	0.5	0.5	0.12	0.0661	2981	6966	2.34
AIT117_284	NN_56		AIT117_361	STR Astrocyte	cluster							522	4	['WIF1', 'LINC00639', 'MOBP', 'ENPP2']	['WIF1', 'LINC01608', 'LINC00639', 'MOBP', 'ENPP2', 'UGT8', 'OBI1-AS1', 'KCNH8', 'RNF220', 'PLP1']	H23.30.001(0.3966)| H18.30.001(0.341)| H20.30.002(0.136)| H20.30.001(0.1169)| H19.30.004(0.0096)	Balanced	Balanced	2018_A01 (0.1130)|2016_B03 (0.1054)|2016_C03 (0.0862)|1110_B07 (0.0805)|988_D05 (0.0766)|988_E05 (0.0556)|1091_A05 (0.0517)|847_A04 (0.0479)|822_A01 (0.0421)|847_D04 (0.0307)|1042_B06 (0.0287)|1110_A07 (0.0230)|1036_C03 (0.0211)|1036_A03 (0.0211)|2018_B01 (0.0172)|1042_A06 (0.0172)|1042_C06 (0.0172)|822_B01 (0.0153)|897_E03 (0.0134)|1955_B06 (0.0115)|847_B04 (0.0115)	0.113	2018_A01 (0.113)|a total of 7432 cells in this dominant library	NAC(0.2759)| PuC(0.251)| PuPV(0.1839)| CaT(0.0939)| CaH(0.0651)| PuR(0.0556)| CaB(0.0326)| Pu(0.0115)| STH(0.0115)| GPe(0.0096)| GPi(0.0057)| SN(0.0038)| GPeC(0.0)| GPeR(0.0)| SN-VTA(0.0)	Balanced	0	0.58	0	0	0	0.0863	0.0492	3791	9664.5	2.55
AIT117_285	NN_57		AIT117_348	BN Astrocyte	cluster							649	2	['SLC26A3', 'TNC']	['AL355612.1', 'SLC26A3', 'AC124854.1', 'TNC', 'LAMA1', 'OBI1-AS1', 'APOE', 'HPSE2', 'AC012405.1', 'GLI3']	H23.30.001(0.7596)| H20.30.001(0.1032)| H20.30.002(0.1017)| H18.30.001(0.0277)| H19.30.004(0.0077)	Balanced	Balanced	2058_C03 (0.6009)|2058_B03 (0.0770)|1001_A06 (0.0678)|1169_A01 (0.0586)|2012_B05 (0.0308)|1001_B06 (0.0277)|2013_B01 (0.0185)|960_B03 (0.0154)|2016_A03 (0.0123)|994_C03 (0.0108)	0.6009	2058_C03 (0.6009)|a total of 4967 cells in this dominant library	SN(0.6102)| STH(0.151)| SN-VTA(0.0955)| GPi(0.0786)| GPe(0.0185)| GPeR(0.0154)| PuPV(0.0139)| NAC(0.0046)| CaT(0.0046)| GPeC(0.0031)| CaB(0.0015)| PuC(0.0015)| Pu(0.0015)| CaH(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.02	0.0517	3102	7044	2.27
AIT117_286	NN_58		AIT117_348	BN Astrocyte	cluster							270	2	['CPAMD8', 'MATN2']	['CPAMD8', 'CD99', 'GYG2', 'AHNAK', 'MATN2', 'MIR4300HG', 'WDR49', 'MYO5C', 'ZBTB7C', 'ST6GAL1']	H20.30.001(0.4926)| H20.30.002(0.2296)| H23.30.001(0.1333)| H18.30.001(0.0852)| H19.30.004(0.0593)	Balanced	Balanced	1001_A06 (0.4111)|1001_B06 (0.1630)|988_C05 (0.0556)|2058_C03 (0.0444)|858_D03 (0.0407)|2016_A03 (0.0370)|960_B03 (0.0296)|1279_A07 (0.0259)|925_F03 (0.0259)|994_C03 (0.0222)|1075_B04 (0.0185)|2058_B03 (0.0185)|1279_B07 (0.0185)|2012_B05 (0.0148)|1468_A09 (0.0148)|988_E05 (0.0148)|1482_A03 (0.0111)	0.4111	1001_A06 (0.4111)|a total of 3218 cells in this dominant library	SN-VTA(0.5741)| GPi(0.1296)| STH(0.1037)| SN(0.0704)| CaT(0.063)| GPeR(0.0296)| PuPV(0.0148)| GPe(0.0111)| CaB(0.0037)| GPeC(0.0)| CaH(0.0)| PuC(0.0)| Pu(0.0)| NAC(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.037	0.1147	2172	4409	2.03
AIT117_287	NN_59		AIT117_348	BN Astrocyte	cluster							309	3	['AC090809.1', 'AC019068.1', 'NTN1']	['AC090809.1', 'AC009975.1', 'AC019068.1', 'NTN1', 'OBI1-AS1', 'HPSE2', 'APOE', 'DOCK5', 'SHROOM3', 'TTN']	H20.30.002(0.6731)| H20.30.001(0.2201)| H18.30.001(0.0744)| H23.30.001(0.0259)| H19.30.004(0.0065)	Balanced	Balanced	1001_B06 (0.6731)|1001_A06 (0.2136)|925_F03 (0.0518)|1075_B04 (0.0194)	0.6731	1001_B06 (0.6731)|a total of 3982 cells in this dominant library	SN-VTA(0.8867)| SN(0.0615)| STH(0.0356)| GPi(0.0162)| CaT(0.0)| CaH(0.0)| CaB(0.0)| GPeR(0.0)| GPeC(0.0)| GPe(0.0)| NAC(0.0)| PuPV(0.0)| PuC(0.0)| Pu(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.037	0.0753	3679	10974	2.98
AIT117_288	NN_60		AIT117_348	BN Astrocyte	cluster							382	2	['TRDN', 'LINC01094']	['TRDN', 'LRAT', 'GALNT3', 'RERGL', 'LINC01094', 'STOM', 'CRYAB', 'LINC01088', 'MIR4300HG', 'ST6GAL1']	H18.30.001(0.2539)| H19.30.004(0.2356)| H23.30.001(0.2147)| H20.30.001(0.2016)| H20.30.002(0.0942)	Balanced	Balanced	1468_A09 (0.2356)|925_F03 (0.2173)|980_C02 (0.0995)|1001_A06 (0.0759)|2058_C03 (0.0759)|1001_B06 (0.0707)|2016_A03 (0.0366)|2018_D01 (0.0314)|2012_B05 (0.0288)|858_D03 (0.0236)|988_C05 (0.0236)|1482_A03 (0.0183)|2013_C01 (0.0131)|1075_B04 (0.0105)|2012_A05 (0.0105)	0.2356	1468_A09 (0.2356)|a total of 3319 cells in this dominant library	SN(0.2932)| STH(0.2487)| SN-VTA(0.1466)| GPi(0.1414)| CaT(0.1335)| CaB(0.0157)| GPe(0.0105)| GPeR(0.0026)| GPeC(0.0026)| CaH(0.0026)| PuR(0.0026)| PuPV(0.0)| PuC(0.0)| Pu(0.0)| NAC(0.0)	Balanced	0	0	0	0	0	0	0.033	2817	6624	2.35
AIT117_289	NN_61		AIT117_348	BN Astrocyte	cluster							664	4	['STON1', 'AEBP1', 'CPXM2', 'HLA-E']	['STON1', 'AC019068.1', 'AEBP1', 'CPXM2', 'HLA-E', 'NTN1', 'GYG2', 'MATN2', 'WDR49', 'FRMPD3']	H20.30.001(0.6069)| H20.30.002(0.262)| H18.30.001(0.0648)| H23.30.001(0.0407)| H19.30.004(0.0256)	Balanced	Balanced	1001_A06 (0.6009)|1001_B06 (0.2620)|925_F03 (0.0467)|1468_A09 (0.0241)|2058_B03 (0.0120)|858_D03 (0.0105)	0.6009	1001_A06 (0.6009)|a total of 3218 cells in this dominant library	SN-VTA(0.863)| SN(0.0527)| STH(0.0437)| GPi(0.0286)| GPe(0.006)| GPeR(0.003)| CaT(0.0015)| GPeC(0.0015)| CaH(0.0)| CaB(0.0)| NAC(0.0)| PuPV(0.0)| PuC(0.0)| Pu(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.037	0.1056	3963	10835	2.73
AIT117_290	NN_62		AIT117_348	BN Astrocyte	cluster							745	3	['AC090809.1', 'KCNJ16', 'LGR6']	['ITPRID1', 'AC090809.1', 'AC009975.1', 'KCNJ16', 'LGR6', 'LINC00499', 'LINC00278', 'NTN1', 'STK32A', 'MKX']	H20.30.002(0.8242)| H20.30.001(0.1235)| H18.30.001(0.0282)| H19.30.004(0.0148)| H23.30.001(0.0094)	Balanced	Balanced	1001_B06 (0.8242)|1001_A06 (0.1221)|1468_A09 (0.0148)|925_F03 (0.0134)	0.8242	1001_B06 (0.8242)|a total of 3982 cells in this dominant library	SN-VTA(0.9463)| STH(0.0268)| SN(0.0134)| GPi(0.0067)| GPeC(0.004)| GPeR(0.0013)| GPe(0.0013)| CaH(0.0)| CaB(0.0)| CaT(0.0)| NAC(0.0)| PuPV(0.0)| PuC(0.0)| Pu(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.0189	0.0705	4308	13048	3.03
AIT117_291	NN_63		AIT117_348	BN Astrocyte	cluster							1027	4	['SOCS3', 'PIRT', 'C11orf96', 'COL27A1']	['SOCS3', 'PIRT', 'CCL2', 'CPXM2', 'C11orf96', 'COL27A1', 'C4orf19', 'ETS1', 'NTN1', 'MATN2']	H20.30.001(0.8754)| H20.30.002(0.0818)| H18.30.001(0.0195)| H23.30.001(0.0175)| H19.30.004(0.0058)	Balanced	Balanced	1001_A06 (0.8656)|1001_B06 (0.0779)|925_F03 (0.0107)	0.8656	1001_A06 (0.8656)|a total of 3218 cells in this dominant library	SN-VTA(0.9435)| GPi(0.0204)| SN(0.0175)| STH(0.0107)| GPe(0.0039)| GPeR(0.0029)| PuPV(0.001)| GPeC(0.0)| CaB(0.0)| CaH(0.0)| CaT(0.0)| PuC(0.0)| Pu(0.0)| NAC(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.0185	0.1546	3481	9239	2.65
AIT117_292	NN_64		AIT117_349	Oligo RBFOX1	cluster							672	4	['AC004690.2', 'SLC26A3', 'STEAP1B', 'AC092924.2']	['AC004690.2', 'SLC26A3', 'STEAP1B', 'AC092924.2', 'SCD', 'CRYAB', 'AC008571.2', 'LINC00609', 'ST18', 'SLC7A11']	H23.30.001(0.9524)| H20.30.001(0.0268)| H20.30.002(0.0119)| H18.30.001(0.0045)| H19.30.004(0.0045)	Cautious	Balanced	2058_C03 (0.6042)|2058_B03 (0.3051)|1001_A06 (0.0134)|2016_A03 (0.0104)	0.6042	2058_C03 (0.6042)|a total of 4967 cells in this dominant library	SN(0.6101)| STH(0.3155)| GPi(0.0268)| GPe(0.0193)| SN-VTA(0.0179)| PuPV(0.006)| CaT(0.003)| PuR(0.0015)| GPeC(0.0)| CaB(0.0)| CaH(0.0)| GPeR(0.0)| PuC(0.0)| NAC(0.0)| Pu(0.0)	Balanced	0	0	0	0	0	0.01	0.0187	4150	16090.5	3.88
AIT117_293	NN_65		AIT117_350	Oligo OPALIN	cluster							2164	5	['LINC01792', 'SLC26A3', 'STEAP1B', 'OPALIN', 'LINC01608']	['LINC01792', 'SLC26A3', 'STEAP1B', 'OPALIN', 'LINC01608', 'APOD', 'HHIP', 'KCNH8', 'RNF220', 'PLP1']	H23.30.001(0.9228)| H20.30.001(0.055)| H20.30.002(0.012)| H18.30.001(0.0074)| H19.30.004(0.0028)	Cautious	Balanced	2058_C03 (0.6617)|2058_B03 (0.1701)|1001_A06 (0.0360)|2016_A03 (0.0250)|2013_B01 (0.0148)|994_C03 (0.0106)	0.6617	2058_C03 (0.6617)|a total of 4967 cells in this dominant library	SN(0.6645)| STH(0.1788)| GPi(0.0642)| SN-VTA(0.0397)| GPe(0.0152)| CaT(0.0139)| NAC(0.0106)| PuPV(0.0088)| Pu(0.0014)| CaH(0.0009)| GPeR(0.0009)| PuC(0.0009)| CaB(0.0)| GPeC(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0	0.0371	3195.5	9653.5	3.02
AIT117_294	NN_66		AIT117_349	Oligo RBFOX1	cluster							276	5	['AC114485.1', 'SLC26A3', 'COL18A1', 'AC012494.1', 'PRTG']	['AC114485.1', 'SLC26A3', 'COL18A1', 'AC012494.1', 'PRTG', 'CRYAB', 'LINC00609', 'PLP1', 'LINC01515', 'PTGDS']	H23.30.001(0.9275)| H20.30.001(0.0652)| H20.30.002(0.0072)| H18.30.001(0.0)| H19.30.004(0.0)	Cautious	Balanced	2058_C03 (0.8551)|2058_B03 (0.0471)|994_C03 (0.0326)|1001_A06 (0.0290)|2016_A03 (0.0109)	0.8551	2058_C03 (0.8551)|a total of 4967 cells in this dominant library	SN(0.8551)| GPi(0.0543)| STH(0.0507)| SN-VTA(0.0326)| GPeR(0.0036)| CaH(0.0036)| CaT(0.0)| GPe(0.0)| GPeC(0.0)| CaB(0.0)| NAC(0.0)| PuPV(0.0)| PuC(0.0)| Pu(0.0)| PuR(0.0)	Balanced	0	0	0	0	0	0.02	0.0165	5028.5	23718.5	4.72
AIT117_295	NN_67		AIT117_361	STR Astrocyte	cluster							3751	3	['AL137139.2', 'AL133304.3', 'TNC']	['AC083864.5', 'AL137139.2', 'AL133304.3', 'TNC', 'ADAMTS9', 'GALNT15', 'GFAP', 'AC073941.1', 'LINC00609', 'AC012405.1']	H23.30.001(0.5481)| H20.30.002(0.2677)| H20.30.001(0.093)| H18.30.001(0.0885)| H19.30.004(0.0027)	Balanced	Balanced	2012_C05 (0.2298)|988_C05 (0.1610)|822_B01 (0.0730)|1959_A02 (0.0682)|1959_B02 (0.0491)|988_E05 (0.0485)|2018_E01 (0.0352)|1959_C02 (0.0325)|988_D05 (0.0245)|2018_C01 (0.0221)|2018_B01 (0.0205)|1955_B06 (0.0176)|1091_A05 (0.0160)|2013_C01 (0.0149)|1042_C06 (0.0101)	0.2298	2012_C05 (0.2298)|a total of 5802 cells in this dominant library	CaT(0.4575)| PuPV(0.1565)| NAC(0.1165)| CaH(0.073)| Pu(0.0392)| GPe(0.0373)| GPi(0.0296)| CaB(0.028)| PuC(0.0235)| PuR(0.0131)| STH(0.0096)| SN(0.0064)| GPeR(0.0051)| GPeC(0.0048)| SN-VTA(0.0)	Balanced	0	0	0	0	0	0	0.0403	2461	4910	2
AIT117_296	NN_68		AIT117_361	STR Astrocyte	cluster							1573	3	['PTCSC3', 'AL137139.2', 'HSPA1B']	['LRAT', 'PTCSC3', 'ARMC3', 'HSPB8', 'AL137139.2', 'HSPA1B', 'HSPA1A', 'MIR4300HG', 'LINC00609', 'CFAP47']	H23.30.001(0.7069)| H20.30.001(0.1271)| H18.30.001(0.1227)| H20.30.002(0.0375)| H19.30.004(0.0057)	Balanced	Balanced	2012_C05 (0.2250)|2018_E01 (0.2104)|2013_C01 (0.0935)|1955_B06 (0.0757)|891_A06 (0.0687)|980_C02 (0.0591)|930_C05 (0.0362)|1959_B02 (0.0331)|1959_A02 (0.0286)|988_C05 (0.0235)|925_F03 (0.0191)|847_A04 (0.0146)|2006_A05 (0.0127)|1482_A03 (0.0102)	0.225	2012_C05 (0.225)|a total of 5802 cells in this dominant library	CaT(0.5207)| CaB(0.1844)| CaH(0.1596)| NAC(0.0509)| GPi(0.0273)| PuPV(0.0197)| SN(0.0197)| STH(0.0057)| GPe(0.0051)| GPeR(0.0038)| PuC(0.0019)| PuR(0.0006)| Pu(0.0006)| GPeC(0.0)| SN-VTA(0.0)	Balanced	0	0	0	0	0	0	0.0216	2630	5749	2.19
AIT117_297	NN_69		AIT117_361	STR Astrocyte	cluster							286	2	['AL157886.1', 'SERPINA3']	['AL157886.1', 'LRAT', 'SERPINA3', 'LDLR', 'FABP5', 'PMP2', 'CD44', 'BMPR1B', 'CNN3', 'LRIG1']	H20.30.001(0.7308)| H23.30.001(0.1923)| H18.30.001(0.0734)| H20.30.002(0.0035)| H19.30.004(0.0)	Balanced	Balanced	980_C02 (0.5804)|2013_C01 (0.0839)|930_E05 (0.0769)|891_A06 (0.0559)|930_C05 (0.0490)|2018_E01 (0.0315)|2012_C05 (0.0315)|1955_B06 (0.0140)|1959_B02 (0.0105)|847_A04 (0.0105)|988_E05 (0.0105)|1042_B06 (0.0105)	0.5804	980_C02 (0.5804)|a total of 6906 cells in this dominant library	CaT(0.6503)| CaB(0.2238)| CaH(0.0839)| NAC(0.021)| PuPV(0.014)| GPi(0.007)| GPe(0.0)| GPeR(0.0)| GPeC(0.0)| Pu(0.0)| PuC(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0	0.0217	2257	5391	2.39
AIT117_298	NN_70		AIT117_361	STR Astrocyte	cluster							228	5	['CPAMD8', 'OAF', 'AL137139.2', 'MOXD1', 'RHOJ']	['CTSH', 'CPAMD8', 'OAF', 'AL137139.2', 'MOXD1', 'RHOJ', 'ZNF98', 'SLCO1C1', 'LINC00609', 'GLI3']	H18.30.001(0.3114)| H20.30.002(0.2851)| H23.30.001(0.2456)| H20.30.001(0.1579)| H19.30.004(0.0)	Balanced	Balanced	988_C05 (0.2193)|988_D05 (0.1096)|891_A06 (0.1053)|2012_C05 (0.0877)|988_E05 (0.0833)|2018_E01 (0.0482)|822_B01 (0.0482)|1091_A05 (0.0395)|980_C02 (0.0351)|925_F03 (0.0263)|1959_A02 (0.0263)|2016_C03 (0.0175)|930_E05 (0.0132)|853_B07 (0.0132)|2018_C01 (0.0132)	0.2193	988_C05 (0.2193)|a total of 5279 cells in this dominant library	CaT(0.5)| PuPV(0.1623)| CaB(0.1272)| NAC(0.0746)| SN(0.0263)| GPe(0.0219)| CaH(0.0219)| PuC(0.0175)| PuR(0.0132)| GPeC(0.0132)| GPi(0.0088)| Pu(0.0088)| STH(0.0044)| GPeR(0.0)| SN-VTA(0.0)	Balanced	0	0	0	0	0	0.0698	0.0461	4375.5	11817	2.7
AIT117_299	NN_71		AIT117_352	OPC	cluster							967	2	['SNX22', 'BEST3']	['SNX22', 'AC004852.2', 'BX284613.2', 'BEST3', 'VCAN', 'MEGF11', 'SEMA3E', 'HIP1R', 'CA10', 'PTPRZ1']	H23.30.001(0.7839)| H20.30.001(0.0931)| H20.30.002(0.0724)| H18.30.001(0.0476)| H19.30.004(0.0031)	Balanced	Balanced	2012_C05 (0.2813)|1959_C02 (0.0558)|2013_C01 (0.0496)|1959_A02 (0.0465)|2018_E01 (0.0465)|822_B01 (0.0445)|1959_B02 (0.0414)|1955_C06 (0.0341)|2016_C03 (0.0321)|2018_B01 (0.0300)|1482_A03 (0.0290)|2013_A01 (0.0269)|1955_B06 (0.0259)|2016_B03 (0.0196)|2018_A01 (0.0196)|1091_A05 (0.0196)|2006_B05 (0.0186)|2018_C01 (0.0176)|1042_C06 (0.0176)|2006_A05 (0.0176)|988_E05 (0.0165)|988_C05 (0.0124)|2018_D01 (0.0114)|822_A01 (0.0103)|980_C02 (0.0103)	0.2813	2012_C05 (0.2813)|a total of 5802 cells in this dominant library	CaT(0.3506)| PuPV(0.1313)| NAC(0.0982)| Pu(0.09)| CaB(0.0776)| CaH(0.0703)| GPe(0.0631)| GPi(0.0496)| PuC(0.0403)| PuR(0.0165)| STH(0.0041)| SN(0.0031)| GPeC(0.0021)| SN-VTA(0.0021)| GPeR(0.001)	Balanced	0	0	0	0	0	0	0.0339	2298	4717	2.05
